movie_id,rating_count,rating_sum,avg_rating,updated_at
2099,1376,4977.500,3.617,2026-06-28 08:29:57.163683
2100,11777,37958.000,3.223,2026-06-28 08:29:57.163683
2101,153,474.000,3.098,2026-06-28 08:29:57.163683
2102,1302,4484.000,3.444,2026-06-28 08:29:57.163683
2103,215,639.000,2.972,2026-06-28 08:29:57.163683
2104,302,986.500,3.267,2026-06-28 08:29:57.163683
2105,10076,33501.000,3.325,2026-06-28 08:29:57.163683
2106,1529,5111.000,3.343,2026-06-28 08:29:57.163683
2107,2143,5381.000,2.511,2026-06-28 08:29:57.163683
2108,7039,25431.000,3.613,2026-06-28 08:29:57.163683
2109,6950,25275.500,3.637,2026-06-28 08:29:57.163683
2110,2562,8404.000,3.280,2026-06-28 08:29:57.163683
2111,2222,7165.000,3.225,2026-06-28 08:29:57.163683
2112,2659,9038.500,3.399,2026-06-28 08:29:57.163683
2113,515,1108.500,2.152,2026-06-28 08:29:57.163683
2114,3328,12021.500,3.612,2026-06-28 08:29:57.163683
2115,21266,78184.500,3.677,2026-06-28 08:29:57.163683
2116,5175,16643.500,3.216,2026-06-28 08:29:57.163683
2117,3407,12390.500,3.637,2026-06-28 08:29:57.163683
2118,3388,12363.000,3.649,2026-06-28 08:29:57.163683
2119,1260,2943.500,2.336,2026-06-28 08:29:57.163683
2120,1571,4589.000,2.921,2026-06-28 08:29:57.163683
2121,1915,5270.000,2.752,2026-06-28 08:29:57.163683
2122,2398,6226.500,2.597,2026-06-28 08:29:57.163683
2123,2466,7369.000,2.988,2026-06-28 08:29:57.163683
2124,8218,26144.000,3.181,2026-06-28 08:29:57.163683
2125,5655,20598.000,3.642,2026-06-28 08:29:57.163683
2126,4621,12903.500,2.792,2026-06-28 08:29:57.163683
2127,40,104.000,2.600,2026-06-28 08:29:57.163683
2128,236,781.000,3.309,2026-06-28 08:29:57.163683
2129,71,245.000,3.451,2026-06-28 08:29:57.163683
2130,2059,7892.000,3.833,2026-06-28 08:29:57.163683
2131,481,1885.000,3.919,2026-06-28 08:29:57.163683
2132,3083,12491.000,4.052,2026-06-28 08:29:57.163683
2133,4642,14980.000,3.227,2026-06-28 08:29:57.163683
2134,5758,18920.000,3.286,2026-06-28 08:29:57.163683
2135,2108,6415.000,3.043,2026-06-28 08:29:57.163683
2136,2883,8215.000,2.849,2026-06-28 08:29:57.163683
2137,5625,20118.000,3.577,2026-06-28 08:29:57.163683
2138,2803,10388.500,3.706,2026-06-28 08:29:57.163683
2139,4574,17059.000,3.730,2026-06-28 08:29:57.163683
2140,7980,28656.000,3.591,2026-06-28 08:29:57.163683
2141,4551,15224.000,3.345,2026-06-28 08:29:57.163683
2142,2154,6450.000,2.994,2026-06-28 08:29:57.163683
2143,3100,10170.000,3.281,2026-06-28 08:29:57.163683
2144,8453,30759.500,3.639,2026-06-28 08:29:57.163683
2145,7239,24309.000,3.358,2026-06-28 08:29:57.163683
2146,3167,9981.000,3.152,2026-06-28 08:29:57.163683
2147,1312,3408.000,2.598,2026-06-28 08:29:57.163683
2148,1123,3296.000,2.935,2026-06-28 08:29:57.163683
2149,654,1491.000,2.280,2026-06-28 08:29:57.163683
2150,8794,32123.000,3.653,2026-06-28 08:29:57.163683
2151,1513,4709.500,3.113,2026-06-28 08:29:57.163683
2152,751,1498.000,1.995,2026-06-28 08:29:57.163683
2153,2684,5579.500,2.079,2026-06-28 08:29:57.163683
2154,1062,2836.500,2.671,2026-06-28 08:29:57.163683
2155,1863,6349.000,3.408,2026-06-28 08:29:57.163683
2156,60,189.500,3.158,2026-06-28 08:29:57.163683
2157,119,394.000,3.311,2026-06-28 08:29:57.163683
2158,202,571.500,2.829,2026-06-28 08:29:57.163683
2159,1605,5480.500,3.415,2026-06-28 08:29:57.163683
2160,7665,28755.500,3.752,2026-06-28 08:29:57.163683
2161,10169,35540.500,3.495,2026-06-28 08:29:57.163683
2162,2086,5053.000,2.422,2026-06-28 08:29:57.163683
2163,1803,4525.500,2.510,2026-06-28 08:29:57.163683
2164,213,455.500,2.138,2026-06-28 08:29:57.163683
2165,985,3171.500,3.220,2026-06-28 08:29:57.163683
2166,1003,3551.500,3.541,2026-06-28 08:29:57.163683
2167,11401,38257.500,3.356,2026-06-28 08:29:57.163683
2168,511,1551.000,3.035,2026-06-28 08:29:57.163683
2169,1089,2946.000,2.705,2026-06-28 08:29:57.163683
2170,880,2338.500,2.657,2026-06-28 08:29:57.163683
2171,1203,4399.000,3.657,2026-06-28 08:29:57.163683
2172,105,348.500,3.319,2026-06-28 08:29:57.163683
2173,786,2773.500,3.529,2026-06-28 08:29:57.163683
2174,19988,69414.000,3.473,2026-06-28 08:29:57.163683
2175,112,382.500,3.415,2026-06-28 08:29:57.163683
2176,2866,11246.000,3.924,2026-06-28 08:29:57.163683
2177,607,1942.000,3.199,2026-06-28 08:29:57.163683
2178,1080,3904.000,3.615,2026-06-28 08:29:57.163683
2179,363,1099.000,3.028,2026-06-28 08:29:57.163683
2180,557,1856.000,3.332,2026-06-28 08:29:57.163683
2181,1078,3802.000,3.527,2026-06-28 08:29:57.163683
2182,768,2817.500,3.669,2026-06-28 08:29:57.163683
2183,2278,8828.000,3.875,2026-06-28 08:29:57.163683
2184,1423,5198.000,3.653,2026-06-28 08:29:57.163683
2185,300,1046.000,3.487,2026-06-28 08:29:57.163683
2186,5154,21433.500,4.159,2026-06-28 08:29:57.163683
2187,267,938.000,3.513,2026-06-28 08:29:57.163683
2188,2181,6112.000,2.802,2026-06-28 08:29:57.163683
2189,185,642.500,3.473,2026-06-28 08:29:57.163683
2190,306,872.000,2.850,2026-06-28 08:29:57.163683
2191,97,284.500,2.933,2026-06-28 08:29:57.163683
2192,56,171.000,3.054,2026-06-28 08:29:57.163683
2193,9217,31813.500,3.452,2026-06-28 08:29:57.163683
2194,15442,59984.500,3.885,2026-06-28 08:29:57.163683
2195,1100,3378.500,3.071,2026-06-28 08:29:57.163683
2196,320,687.500,2.148,2026-06-28 08:29:57.163683
2197,141,499.500,3.543,2026-06-28 08:29:57.163683
2198,58,205.500,3.543,2026-06-28 08:29:57.163683
2199,67,217.000,3.239,2026-06-28 08:29:57.163683
2200,89,239.000,2.685,2026-06-28 08:29:57.163683
2201,240,778.500,3.244,2026-06-28 08:29:57.163683
2202,1551,5994.000,3.865,2026-06-28 08:29:57.163683
2203,2199,9147.000,4.160,2026-06-28 08:29:57.163683
2204,749,2801.000,3.740,2026-06-28 08:29:57.163683
2205,641,2149.000,3.353,2026-06-28 08:29:57.163683
2206,1424,5594.000,3.928,2026-06-28 08:29:57.163683
2207,154,454.000,2.948,2026-06-28 08:29:57.163683
2208,2196,8974.000,4.087,2026-06-28 08:29:57.163683
2209,169,572.500,3.388,2026-06-28 08:29:57.163683
2210,552,2065.500,3.742,2026-06-28 08:29:57.163683
2211,246,842.000,3.423,2026-06-28 08:29:57.163683
2212,1284,4850.000,3.777,2026-06-28 08:29:57.163683
2213,17,30.500,1.794,2026-06-28 08:29:57.163683
2214,71,210.000,2.958,2026-06-28 08:29:57.163683
2215,81,240.000,2.963,2026-06-28 08:29:57.163683
2216,43,118.500,2.756,2026-06-28 08:29:57.163683
2217,8,12.000,1.500,2026-06-28 08:29:57.163683
2218,43,104.500,2.430,2026-06-28 08:29:57.163683
2219,127,406.000,3.197,2026-06-28 08:29:57.163683
2220,31,87.000,2.806,2026-06-28 08:29:57.163683
2221,192,673.500,3.508,2026-06-28 08:29:57.163683
2222,20,41.000,2.050,2026-06-28 08:29:57.163683
2223,37,102.000,2.757,2026-06-28 08:29:57.163683
2224,17,28.000,1.647,2026-06-28 08:29:57.163683
2225,37,98.000,2.649,2026-06-28 08:29:57.163683
2226,85,262.000,3.082,2026-06-28 08:29:57.163683
2227,216,774.000,3.583,2026-06-28 08:29:57.163683
2229,10,22.500,2.250,2026-06-28 08:29:57.163683
2231,6759,25193.500,3.727,2026-06-28 08:29:57.163683
2232,6090,21881.000,3.593,2026-06-28 08:29:57.163683
2233,53,152.000,2.868,2026-06-28 08:29:57.163683
2234,56,144.000,2.571,2026-06-28 08:29:57.163683
2235,32,78.000,2.438,2026-06-28 08:29:57.163683
2236,1817,6270.000,3.451,2026-06-28 08:29:57.163683
2237,400,1463.000,3.658,2026-06-28 08:29:57.163683
2238,594,2292.000,3.859,2026-06-28 08:29:57.163683
2239,685,2530.500,3.694,2026-06-28 08:29:57.163683
2240,1577,5389.000,3.417,2026-06-28 08:29:57.163683
2241,687,1877.500,2.733,2026-06-28 08:29:57.163683
2242,66,160.500,2.432,2026-06-28 08:29:57.163683
2243,5918,21884.500,3.698,2026-06-28 08:29:57.163683
2244,91,187.500,2.060,2026-06-28 08:29:57.163683
2245,4653,15573.000,3.347,2026-06-28 08:29:57.163683
2246,65,164.000,2.523,2026-06-28 08:29:57.163683
2247,2141,6653.000,3.107,2026-06-28 08:29:57.163683
2248,9082,35173.500,3.873,2026-06-28 08:29:57.163683
2249,1784,5582.000,3.129,2026-06-28 08:29:57.163683
2250,396,1277.000,3.225,2026-06-28 08:29:57.163683
2251,8,20.500,2.563,2026-06-28 08:29:57.163683
2252,1609,4907.500,3.050,2026-06-28 08:29:57.163683
2253,3724,10031.000,2.694,2026-06-28 08:29:57.163683
2254,10,30.500,3.050,2026-06-28 08:29:57.163683
2255,481,1256.000,2.611,2026-06-28 08:29:57.163683
2256,133,292.000,2.195,2026-06-28 08:29:57.163683
2257,124,348.000,2.806,2026-06-28 08:29:57.163683
2259,1411,3716.500,2.634,2026-06-28 08:29:57.163683
2260,271,677.500,2.500,2026-06-28 08:29:57.163683
2261,1104,3654.500,3.310,2026-06-28 08:29:57.163683
2262,2298,7081.500,3.082,2026-06-28 08:29:57.163683
2263,1413,4398.500,3.113,2026-06-28 08:29:57.163683
2264,597,1607.000,2.692,2026-06-28 08:29:57.163683
2265,661,1349.000,2.041,2026-06-28 08:29:57.163683
2266,1265,3599.000,2.845,2026-06-28 08:29:57.163683
2267,554,1682.000,3.036,2026-06-28 08:29:57.163683
2268,15211,57989.000,3.812,2026-06-28 08:29:57.163683
2269,3071,8562.500,2.788,2026-06-28 08:29:57.163683
2271,527,1697.500,3.221,2026-06-28 08:29:57.163683
2272,897,3125.000,3.484,2026-06-28 08:29:57.163683
2273,9388,31940.500,3.402,2026-06-28 08:29:57.163683
2274,12,31.000,2.583,2026-06-28 08:29:57.163683
2275,661,2231.500,3.376,2026-06-28 08:29:57.163683
2276,367,1277.500,3.481,2026-06-28 08:29:57.163683
2277,8,19.000,2.375,2026-06-28 08:29:57.163683
2278,9987,35627.000,3.567,2026-06-28 08:29:57.163683
2279,2495,6593.500,2.643,2026-06-28 08:29:57.163683
2280,877,2924.500,3.335,2026-06-28 08:29:57.163683
2281,99,314.000,3.172,2026-06-28 08:29:57.163683
2282,2282,7787.500,3.413,2026-06-28 08:29:57.163683
2283,494,1582.000,3.202,2026-06-28 08:29:57.163683
2284,353,1311.000,3.714,2026-06-28 08:29:57.163683
2285,612,2321.000,3.792,2026-06-28 08:29:57.163683
2286,249,622.000,2.498,2026-06-28 08:29:57.163683
2287,1528,5326.000,3.486,2026-06-28 08:29:57.163683
2288,8557,32490.500,3.797,2026-06-28 08:29:57.163683
2289,7846,31013.000,3.953,2026-06-28 08:29:57.163683
2290,989,3450.500,3.489,2026-06-28 08:29:57.163683
2291,21394,79737.500,3.727,2026-06-28 08:29:57.163683
2292,174,507.500,2.917,2026-06-28 08:29:57.163683
2293,84,282.500,3.363,2026-06-28 08:29:57.163683
2294,10163,33570.500,3.303,2026-06-28 08:29:57.163683
2295,507,1742.500,3.437,2026-06-28 08:29:57.163683
2296,2104,5574.000,2.649,2026-06-28 08:29:57.163683
2297,3930,12823.000,3.263,2026-06-28 08:29:57.163683
2298,152,349.000,2.296,2026-06-28 08:29:57.163683
2299,44,142.000,3.227,2026-06-28 08:29:57.163683
2300,6461,25314.500,3.918,2026-06-28 08:29:57.163683
2301,4313,15506.000,3.595,2026-06-28 08:29:57.163683
2302,13957,50014.000,3.583,2026-06-28 08:29:57.163683
2303,2295,8992.000,3.918,2026-06-28 08:29:57.163683
2304,104,357.000,3.433,2026-06-28 08:29:57.163683
2305,207,757.000,3.657,2026-06-28 08:29:57.163683
2306,896,2231.000,2.490,2026-06-28 08:29:57.163683
2307,202,531.500,2.631,2026-06-28 08:29:57.163683
2308,35,98.000,2.800,2026-06-28 08:29:57.163683
2309,44,148.000,3.364,2026-06-28 08:29:57.163683
2310,944,3388.000,3.589,2026-06-28 08:29:57.163683
2311,4143,14037.500,3.388,2026-06-28 08:29:57.163683
2312,2723,10137.500,3.723,2026-06-28 08:29:57.163683
2313,6813,26708.500,3.920,2026-06-28 08:29:57.163683
2314,649,1884.000,2.903,2026-06-28 08:29:57.163683
2315,1658,3553.500,2.143,2026-06-28 08:29:57.163683
2316,2537,7657.000,3.018,2026-06-28 08:29:57.163683
2317,66,161.500,2.447,2026-06-28 08:29:57.163683
2318,4335,16676.500,3.847,2026-06-28 08:29:57.163683
2319,17,48.500,2.853,2026-06-28 08:29:57.163683
2320,1728,5356.500,3.100,2026-06-28 08:29:57.163683
2321,13627,48748.000,3.577,2026-06-28 08:29:57.163683
2322,2181,6191.500,2.839,2026-06-28 08:29:57.163683
2323,234,857.500,3.665,2026-06-28 08:29:57.163683
2324,18156,75816.500,4.176,2026-06-28 08:29:57.163683
2325,1667,5149.500,3.089,2026-06-28 08:29:57.163683
2326,45,126.500,2.811,2026-06-28 08:29:57.163683
2327,660,1872.000,2.836,2026-06-28 08:29:57.163683
2328,1606,4456.500,2.775,2026-06-28 08:29:57.163683
2329,23309,96760.500,4.151,2026-06-28 08:29:57.163683
2330,823,3359.000,4.081,2026-06-28 08:29:57.163683
2331,1221,4090.000,3.350,2026-06-28 08:29:57.163683
2332,164,475.500,2.899,2026-06-28 08:29:57.163683
2333,4575,17466.000,3.818,2026-06-28 08:29:57.163683
2334,2960,9181.000,3.102,2026-06-28 08:29:57.163683
2335,5823,17021.000,2.923,2026-06-28 08:29:57.163683
2336,9009,35092.000,3.895,2026-06-28 08:29:57.163683
2337,1362,4554.500,3.344,2026-06-28 08:29:57.163683
2338,4220,8839.500,2.095,2026-06-28 08:29:57.163683
2339,326,835.500,2.563,2026-06-28 08:29:57.163683
2340,5210,17126.000,3.287,2026-06-28 08:29:57.163683
2341,289,929.500,3.216,2026-06-28 08:29:57.163683
2342,250,902.000,3.608,2026-06-28 08:29:57.163683
2343,19,61.500,3.237,2026-06-28 08:29:57.163683
2344,1676,5898.000,3.519,2026-06-28 08:29:57.163683
2345,254,891.500,3.510,2026-06-28 08:29:57.163683
2346,2173,7139.000,3.285,2026-06-28 08:29:57.163683
2347,634,2183.000,3.443,2026-06-28 08:29:57.163683
2348,2387,8469.000,3.548,2026-06-28 08:29:57.163683
2349,1470,5499.000,3.741,2026-06-28 08:29:57.163683
2350,134,358.000,2.672,2026-06-28 08:29:57.163683
2351,1152,4768.000,4.139,2026-06-28 08:29:57.163683
2352,6650,24860.500,3.738,2026-06-28 08:29:57.163683
2353,14217,50482.500,3.551,2026-06-28 08:29:57.163683
2354,1229,3225.000,2.624,2026-06-28 08:29:57.163683
2355,20465,73891.000,3.611,2026-06-28 08:29:57.163683
2356,1149,3406.500,2.965,2026-06-28 08:29:57.163683
2357,2390,9804.500,4.102,2026-06-28 08:29:57.163683
2358,119,415.500,3.492,2026-06-28 08:29:57.163683
2359,6610,25127.500,3.801,2026-06-28 08:29:57.163683
2360,2292,9450.500,4.123,2026-06-28 08:29:57.163683
2361,1197,3952.000,3.302,2026-06-28 08:29:57.163683
2362,379,1047.000,2.763,2026-06-28 08:29:57.163683
2363,2348,7516.000,3.201,2026-06-28 08:29:57.163683
2364,725,1927.000,2.658,2026-06-28 08:29:57.163683
2365,858,2352.500,2.742,2026-06-28 08:29:57.163683
2366,6627,23521.000,3.549,2026-06-28 08:29:57.163683
2367,2789,7731.000,2.772,2026-06-28 08:29:57.163683
2368,423,743.500,1.758,2026-06-28 08:29:57.163683
2369,5410,15869.500,2.933,2026-06-28 08:29:57.163683
2370,958,3260.500,3.403,2026-06-28 08:29:57.163683
2371,6298,21733.500,3.451,2026-06-28 08:29:57.163683
2372,1861,5342.500,2.871,2026-06-28 08:29:57.163683
2373,1666,4034.000,2.421,2026-06-28 08:29:57.163683
2374,1563,4516.000,2.889,2026-06-28 08:29:57.163683
2375,3768,10829.000,2.874,2026-06-28 08:29:57.163683
2376,3462,10998.500,3.177,2026-06-28 08:29:57.163683
2377,1080,3149.500,2.916,2026-06-28 08:29:57.163683
2378,5771,16832.500,2.917,2026-06-28 08:29:57.163683
2379,3373,8076.500,2.394,2026-06-28 08:29:57.163683
2380,2765,6006.000,2.172,2026-06-28 08:29:57.163683
2381,2722,5603.500,2.059,2026-06-28 08:29:57.163683
2382,2292,4327.500,1.888,2026-06-28 08:29:57.163683
2383,2155,3868.000,1.795,2026-06-28 08:29:57.163683
2384,5197,15506.000,2.984,2026-06-28 08:29:57.163683
2385,991,2512.000,2.535,2026-06-28 08:29:57.163683
2386,591,957.000,1.619,2026-06-28 08:29:57.163683
2387,2220,6265.500,2.822,2026-06-28 08:29:57.163683
2388,160,534.000,3.338,2026-06-28 08:29:57.163683
2389,2829,7777.500,2.749,2026-06-28 08:29:57.163683
2390,2542,9352.000,3.679,2026-06-28 08:29:57.163683
2391,6514,24245.000,3.722,2026-06-28 08:29:57.163683
2392,1520,3604.000,2.371,2026-06-28 08:29:57.163683
2393,8052,25785.000,3.202,2026-06-28 08:29:57.163683
2394,6312,21617.000,3.425,2026-06-28 08:29:57.163683
2395,13780,53089.000,3.853,2026-06-28 08:29:57.163683
2396,24521,94057.500,3.836,2026-06-28 08:29:57.163683
2397,162,540.000,3.333,2026-06-28 08:29:57.163683
2398,4783,17918.500,3.746,2026-06-28 08:29:57.163683
2399,1388,3784.500,2.727,2026-06-28 08:29:57.163683
2400,362,1022.000,2.823,2026-06-28 08:29:57.163683
2401,2646,9872.500,3.731,2026-06-28 08:29:57.163683
2402,4846,13446.500,2.775,2026-06-28 08:29:57.163683
2403,5291,18722.500,3.539,2026-06-28 08:29:57.163683
2404,3604,8629.000,2.394,2026-06-28 08:29:57.163683
2405,6111,19151.000,3.134,2026-06-28 08:29:57.163683
2406,13553,47206.000,3.483,2026-06-28 08:29:57.163683
2407,10666,35084.000,3.289,2026-06-28 08:29:57.163683
2408,1882,4664.000,2.478,2026-06-28 08:29:57.163683
2409,5397,16919.000,3.135,2026-06-28 08:29:57.163683
2410,5076,14742.500,2.904,2026-06-28 08:29:57.163683
2411,4873,13576.000,2.786,2026-06-28 08:29:57.163683
2412,3565,7852.000,2.203,2026-06-28 08:29:57.163683
2413,4418,15210.000,3.443,2026-06-28 08:29:57.163683
2414,2650,8924.500,3.368,2026-06-28 08:29:57.163683
2415,71,202.500,2.852,2026-06-28 08:29:57.163683
2416,2636,8031.500,3.047,2026-06-28 08:29:57.163683
2417,529,1556.500,2.942,2026-06-28 08:29:57.163683
2418,682,2048.500,3.004,2026-06-28 08:29:57.163683
2419,367,1167.000,3.180,2026-06-28 08:29:57.163683
2420,8234,27060.500,3.286,2026-06-28 08:29:57.163683
2421,5988,15591.000,2.604,2026-06-28 08:29:57.163683
2422,3683,7938.000,2.155,2026-06-28 08:29:57.163683
2423,5739,20625.000,3.594,2026-06-28 08:29:57.163683
2424,11286,35483.500,3.144,2026-06-28 08:29:57.163683
2425,586,2117.500,3.613,2026-06-28 08:29:57.163683
2426,162,523.000,3.228,2026-06-28 08:29:57.163683
2427,8238,28065.500,3.407,2026-06-28 08:29:57.163683
2428,5672,15995.000,2.820,2026-06-28 08:29:57.163683
2429,1424,3936.500,2.764,2026-06-28 08:29:57.163683
2430,955,2970.000,3.110,2026-06-28 08:29:57.163683
2431,6045,18798.000,3.110,2026-06-28 08:29:57.163683
2432,2026,6525.000,3.221,2026-06-28 08:29:57.163683
2433,3965,13236.500,3.338,2026-06-28 08:29:57.163683
2434,271,948.500,3.500,2026-06-28 08:29:57.163683
2435,667,1974.000,2.960,2026-06-28 08:29:57.163683
2436,1311,4458.500,3.401,2026-06-28 08:29:57.163683
2437,778,2763.500,3.552,2026-06-28 08:29:57.163683
2438,12,34.500,2.875,2026-06-28 08:29:57.163683
2439,1620,5806.000,3.584,2026-06-28 08:29:57.163683
2440,352,1123.000,3.190,2026-06-28 08:29:57.163683
2441,198,614.500,3.104,2026-06-28 08:29:57.163683
2442,1350,4975.000,3.685,2026-06-28 08:29:57.163683
2443,1235,4378.500,3.545,2026-06-28 08:29:57.163683
2444,78,269.000,3.449,2026-06-28 08:29:57.163683
2445,760,2143.000,2.820,2026-06-28 08:29:57.163683
2446,607,1633.000,2.690,2026-06-28 08:29:57.163683
2447,2866,8801.000,3.071,2026-06-28 08:29:57.163683
2448,1385,3240.000,2.339,2026-06-28 08:29:57.163683
2449,308,511.000,1.659,2026-06-28 08:29:57.163683
2450,3741,7952.500,2.126,2026-06-28 08:29:57.163683
2451,687,1816.500,2.644,2026-06-28 08:29:57.163683
2452,94,170.000,1.809,2026-06-28 08:29:57.163683
2453,1203,3730.000,3.101,2026-06-28 08:29:57.163683
2454,3481,11599.500,3.332,2026-06-28 08:29:57.163683
2455,10174,34573.500,3.398,2026-06-28 08:29:57.163683
2456,1788,4074.000,2.279,2026-06-28 08:29:57.163683
2457,1354,4533.500,3.348,2026-06-28 08:29:57.163683
2458,873,2179.500,2.497,2026-06-28 08:29:57.163683
2459,3026,9717.500,3.211,2026-06-28 08:29:57.163683
2460,809,1818.500,2.248,2026-06-28 08:29:57.163683
2461,403,791.000,1.963,2026-06-28 08:29:57.163683
2462,554,952.500,1.719,2026-06-28 08:29:57.163683
2463,3408,11578.000,3.397,2026-06-28 08:29:57.163683
2464,129,320.000,2.481,2026-06-28 08:29:57.163683
2465,240,538.500,2.244,2026-06-28 08:29:57.163683
2466,84,286.000,3.405,2026-06-28 08:29:57.163683
2467,5436,21024.000,3.868,2026-06-28 08:29:57.163683
2468,2944,8021.000,2.725,2026-06-28 08:29:57.163683
2469,3687,11706.000,3.175,2026-06-28 08:29:57.163683
2470,12297,38630.500,3.141,2026-06-28 08:29:57.163683
2471,5247,13366.000,2.547,2026-06-28 08:29:57.163683
2472,535,1565.500,2.926,2026-06-28 08:29:57.163683
2473,1265,3035.000,2.399,2026-06-28 08:29:57.163683
2474,3278,11251.000,3.432,2026-06-28 08:29:57.163683
2475,636,1998.500,3.142,2026-06-28 08:29:57.163683
2476,2045,6707.500,3.280,2026-06-28 08:29:57.163683
2477,312,753.500,2.415,2026-06-28 08:29:57.163683
2478,6485,20079.500,3.096,2026-06-28 08:29:57.163683
2479,308,742.000,2.409,2026-06-28 08:29:57.163683
2480,37,110.500,2.986,2026-06-28 08:29:57.163683
2481,446,1620.500,3.633,2026-06-28 08:29:57.163683
2482,344,1130.000,3.285,2026-06-28 08:29:57.163683
2483,306,1053.000,3.441,2026-06-28 08:29:57.163683
2484,14,28.000,2.000,2026-06-28 08:29:57.163683
2485,5498,16458.000,2.993,2026-06-28 08:29:57.163683
2486,66,163.500,2.477,2026-06-28 08:29:57.163683
2487,107,249.500,2.332,2026-06-28 08:29:57.163683
2488,1032,3945.500,3.823,2026-06-28 08:29:57.163683
2489,19,52.000,2.737,2026-06-28 08:29:57.163683
2490,8232,28091.500,3.412,2026-06-28 08:29:57.163683
2491,874,2371.000,2.713,2026-06-28 08:29:57.163683
2492,802,2239.500,2.792,2026-06-28 08:29:57.163683
2493,267,1000.500,3.747,2026-06-28 08:29:57.163683
2494,195,714.000,3.662,2026-06-28 08:29:57.163683
2495,845,3118.500,3.691,2026-06-28 08:29:57.163683
2496,3794,12181.500,3.211,2026-06-28 08:29:57.163683
2497,1852,5296.500,2.860,2026-06-28 08:29:57.163683
2498,865,2012.000,2.326,2026-06-28 08:29:57.163683
2499,384,1325.500,3.452,2026-06-28 08:29:57.163683
2500,1021,2703.000,2.647,2026-06-28 08:29:57.163683
2501,7378,28664.000,3.885,2026-06-28 08:29:57.163683
2502,20328,81015.000,3.985,2026-06-28 08:29:57.163683
2503,115,425.500,3.700,2026-06-28 08:29:57.163683
2504,1568,4569.500,2.914,2026-06-28 08:29:57.163683
2505,4087,12109.500,2.963,2026-06-28 08:29:57.163683
2506,1351,4239.000,3.138,2026-06-28 08:29:57.163683
2507,455,1190.000,2.615,2026-06-28 08:29:57.163683
2508,12,26.500,2.208,2026-06-28 08:29:57.163683
2509,161,469.500,2.916,2026-06-28 08:29:57.163683
2510,72,177.500,2.465,2026-06-28 08:29:57.163683
2511,1006,3872.000,3.849,2026-06-28 08:29:57.163683
2512,170,606.000,3.565,2026-06-28 08:29:57.163683
2513,3364,9973.000,2.965,2026-06-28 08:29:57.163683
2514,1003,2123.000,2.117,2026-06-28 08:29:57.163683
2515,449,822.500,1.832,2026-06-28 08:29:57.163683
2516,398,683.500,1.717,2026-06-28 08:29:57.163683
2517,2186,6619.000,3.028,2026-06-28 08:29:57.163683
2518,2066,6882.500,3.331,2026-06-28 08:29:57.163683
2519,785,2554.000,3.254,2026-06-28 08:29:57.163683
2520,1501,4564.000,3.041,2026-06-28 08:29:57.163683
2521,667,1690.500,2.534,2026-06-28 08:29:57.163683
2522,627,1526.000,2.434,2026-06-28 08:29:57.163683
2523,239,632.000,2.644,2026-06-28 08:29:57.163683
2524,1972,5903.000,2.993,2026-06-28 08:29:57.163683
2525,764,1767.500,2.313,2026-06-28 08:29:57.163683
2526,610,1474.000,2.416,2026-06-28 08:29:57.163683
2527,4163,14278.500,3.430,2026-06-28 08:29:57.163683
2528,5054,17388.000,3.440,2026-06-28 08:29:57.163683
2529,12702,45986.500,3.620,2026-06-28 08:29:57.163683
2530,2425,7013.000,2.892,2026-06-28 08:29:57.163683
2531,2044,5660.000,2.769,2026-06-28 08:29:57.163683
2532,2018,5667.500,2.808,2026-06-28 08:29:57.163683
2533,3421,10331.500,3.020,2026-06-28 08:29:57.163683
2534,89,200.000,2.247,2026-06-28 08:29:57.163683
2535,702,1886.000,2.687,2026-06-28 08:29:57.163683
2536,309,617.500,1.998,2026-06-28 08:29:57.163683
2537,284,559.500,1.970,2026-06-28 08:29:57.163683
2538,44,157.500,3.580,2026-06-28 08:29:57.163683
2539,9052,29276.000,3.234,2026-06-28 08:29:57.163683
2540,1068,3190.000,2.987,2026-06-28 08:29:57.163683
2541,8529,27887.500,3.270,2026-06-28 08:29:57.163683
2542,15325,61126.500,3.989,2026-06-28 08:29:57.163683
2543,49,137.000,2.796,2026-06-28 08:29:57.163683
2544,126,405.000,3.214,2026-06-28 08:29:57.163683
2545,129,421.000,3.264,2026-06-28 08:29:57.163683
2546,1032,3082.000,2.986,2026-06-28 08:29:57.163683
2547,9,25.000,2.778,2026-06-28 08:29:57.163683
2548,818,1811.000,2.214,2026-06-28 08:29:57.163683
2549,1607,3478.500,2.165,2026-06-28 08:29:57.163683
2550,1531,5532.000,3.613,2026-06-28 08:29:57.163683
2551,1785,6249.000,3.501,2026-06-28 08:29:57.163683
2552,288,665.500,2.311,2026-06-28 08:29:57.163683
2553,1429,4868.500,3.407,2026-06-28 08:29:57.163683
2554,756,2406.500,3.183,2026-06-28 08:29:57.163683
2555,1399,2382.500,1.703,2026-06-28 08:29:57.163683
2556,46,89.500,1.946,2026-06-28 08:29:57.163683
2557,212,800.500,3.776,2026-06-28 08:29:57.163683
2558,2027,5525.000,2.726,2026-06-28 08:29:57.163683
2559,364,942.000,2.588,2026-06-28 08:29:57.163683
2560,1527,4940.000,3.235,2026-06-28 08:29:57.163683
2561,1129,3498.500,3.099,2026-06-28 08:29:57.163683
2562,234,781.500,3.340,2026-06-28 08:29:57.163683
2563,885,3233.500,3.654,2026-06-28 08:29:57.163683
