movie_id,embedding_json,vector_norm,item_bias,positive_user_count,updated_at
758,"[-0.017979, -0.854685, -0.109199, 0.27312, -0.44679, 0.739779, -0.161082, 0.459115, -0.321835, 0.315077, -0.382896, -0.677936, -0.422167, 0.403634, -0.339592, 0.092955, 0.013749, -0.125793, 0.078753, -0.232538, 0.3, -0.100657, -0.309923, 0.208365, -0.248874, -0.697006, 0.50869, -0.014909, -0.846024, 0.219795, -0.115545, -0.276148]",2.247539,-0.048482,8,2026-06-28 10:05:07.79297
759,"[0.330749, -0.929867, -0.258686, 0.64638, -1.813137, 1.045282, -0.31351, 0.295045, -1.172447, -0.149629, 0.64789, -0.344521, 0.043423, 0.083165, -0.410121, -0.308805, -0.620549, -0.729233, 1.375742, -0.323901, 0.133199, 0.086958, -0.395812, -0.615746, -1.136905, -1.162432, 0.911538, -0.990636, -1.071411, 0.591442, 0.051014, -0.113516]",4.204386,-0.802167,265,2026-06-28 10:05:07.79297
760,"[-0.26971, 0.585349, -0.536664, 1.923943, -0.170522, 0.676026, 0.127187, 0.961319, -0.613553, -0.222047, -0.869252, -1.304694, -0.538856, -0.658479, 0.200643, 1.399736, 0.008341, 0.458522, -0.110422, -0.416779, -0.026856, -0.28303, 0.344509, -0.849205, -1.16355, -0.70578, 0.237899, 0.028623, 0.687771, -0.290278, 1.256273, 0.058705]",4.099222,0.287999,502,2026-06-28 10:05:07.79297
761,"[0.321776, 1.177363, 0.533307, -0.271771, -0.421931, 0.854975, 0.065171, -0.394121, -0.352039, 0.743342, 0.329327, -1.094944, -0.095873, 1.465765, -0.829388, -0.090397, 1.304654, 0.227601, -0.460174, -0.654563, -0.108349, -0.649489, -0.644256, -1.007704, -1.265951, -0.572349, -1.463998, 0.671935, -0.532437, 0.724711, -0.545891, 0.289158]",4.210428,-0.326146,712,2026-06-28 10:05:07.79297
762,"[-0.165267, 0.20294, 0.157559, -0.390894, 0.066392, 0.519715, -0.243466, 0.135879, 0.220799, -0.249414, -0.387311, 0.603402, -0.165848, 0.152525, -0.009343, 0.363057, 1.605961, 0.225553, 0.471464, -0.483751, 0.562546, -0.155528, -0.483122, -0.5436, -1.202376, -0.920056, -1.384578, 1.185298, -0.555438, -0.519431, 0.899317, -0.684866]",3.582216,0.387299,1172,2026-06-28 10:05:07.79297
763,"[0.436484, 0.274971, -0.19069, 0.920402, 0.270455, 0.283511, 0.413667, -0.306046, -0.321732, 0.621881, -0.535893, -1.275773, 0.292676, 0.569894, -0.551022, -0.368553, 0.871477, 0.276828, 0.24499, -0.696995, -0.115, -0.562444, -0.323426, -0.151104, -0.156839, -0.290572, -0.503056, 0.343263, -0.497357, -0.775393, 0.081074, -0.3945]",2.855262,0.256503,16,2026-06-28 10:05:07.79297
764,"[0.89505, -2.001728, -0.507723, 0.384792, -0.089884, 0.902515, -0.593848, 0.204006, -0.982387, 0.747676, -1.088976, -0.940313, 0.201832, 0.211702, -0.472292, -0.206405, 0.816702, 0.404079, 0.015624, -0.355004, -0.011375, 0.242649, -0.375387, 0.428841, 0.357734, -0.394307, -0.04878, -0.567351, -0.910387, 0.998425, -0.075881, -0.744085]",3.835272,-0.394730,259,2026-06-28 10:05:07.79297
765,"[-0.196387, 1.035648, -0.094938, 0.845131, 0.532103, 0.320068, -0.538222, -0.198583, 0.936982, -0.338163, -0.502582, 0.841567, 0.047669, 0.896528, -0.533259, -0.08369, 1.631092, 0.953717, 0.704089, -0.95998, -0.217522, -0.472204, -1.397491, -0.059481, 0.216154, -1.559939, -0.488865, 1.273839, -0.560623, 0.008257, -0.423353, 0.112188]",4.202585,-0.220655,1339,2026-06-28 10:05:07.79297
766,"[-0.264562, -1.312325, -0.379824, 0.280209, -0.5194, 0.728044, -0.841978, 0.030919, 0.372682, 1.143307, -0.478387, -0.621888, 1.203258, 0.434151, -1.446918, -0.14174, 0.570539, -0.19096, -0.230136, -0.490572, -0.742776, 0.684197, -0.197287, 0.142966, -0.132012, -0.90617, -0.348642, 0.061902, -1.237009, 0.029, 1.163657, -0.059346]",3.863122,-0.352040,867,2026-06-28 10:05:07.79297
767,"[0.783854, -1.524172, -0.766694, 0.802908, -0.480377, 1.580086, -1.342638, -0.145687, 0.28809, 0.303834, -0.465693, -0.530506, -0.091854, 1.770869, -1.028664, -0.525751, 0.199524, -0.320719, 0.027963, -0.959646, -0.030166, -0.076511, -0.319345, -0.711514, -0.26379, -0.728557, -0.174699, -0.322493, -0.195622, 0.02259, 0.081682, -0.022643]",4.041555,-0.969569,150,2026-06-28 10:05:07.79297
768,"[0.543696, -0.67753, -0.206902, 0.746034, 0.012577, 0.446577, 0.352496, -0.324531, -0.272015, 0.325263, -0.398227, -0.779591, 0.429328, 0.429975, -0.362532, -0.033764, 0.448211, 0.245582, 0.456848, -0.661117, 0.232202, -0.816021, -0.836344, 0.102911, -0.307802, -0.506335, -0.265612, -0.66247, -0.392269, -0.01497, 0.352249, -0.614499]",2.661631,0.414848,12,2026-06-28 10:05:07.79297
771,"[0.086574, -0.226754, -0.330248, 1.130143, -0.603021, 0.457611, -0.043923, 0.119016, -0.592433, -0.531283, -0.330041, -0.807581, 0.003234, -0.725527, -1.36674, -0.179343, -1.299105, -0.650455, 0.303378, -0.635727, 1.21187, 0.121478, -0.002839, 0.31702, 0.064382, -1.382449, -0.227748, 0.517388, -0.299129, 0.405886, -0.052876, -0.506625]",3.576959,0.136223,77,2026-06-28 10:05:07.79297
772,"[0.178547, -0.447478, -0.157557, 0.906483, 0.214244, 0.566392, 0.332689, -0.066491, -0.520544, 0.487697, -0.3457, -0.615578, -0.218122, 0.058834, -0.563138, 0.06453, 0.113431, -0.2662, 0.618764, -1.06835, 0.200793, -0.504523, -0.106823, 0.140024, -0.34142, -0.700202, -0.30298, -0.215761, -0.657597, -0.200407, 0.124319, -0.394395]",2.502537,0.268086,11,2026-06-28 10:05:07.79297
773,"[-0.024594, -0.62965, -0.066296, 0.675123, -0.164137, 0.324224, 0.635895, 0.104814, -0.215478, 0.708049, -0.629174, -0.811007, -0.033492, 0.363006, -0.749274, 0.220358, -0.088297, -0.156192, 0.035086, -0.742115, 0.471069, -0.517365, 0.090102, 0.618487, -0.150759, -0.508503, 0.158673, -0.175958, -0.641361, -0.70955, -0.346492, -0.214018]",2.575144,-0.207272,13,2026-06-28 10:05:07.79297
774,"[0.117556, -0.511605, -0.146867, 0.590156, 0.034559, 0.626354, 0.260449, 0.373266, -0.337455, 0.400746, -0.476958, -0.587573, -0.096476, 0.41667, -0.875517, -0.495259, 0.071076, -0.00157, 0.307825, -1.149702, -0.095258, -0.177965, -0.265986, 0.233135, 0.003547, -0.532292, -0.311829, 0.403823, -0.86421, -0.185702, 0.268583, 0.007146]",2.504533,0.248921,9,2026-06-28 10:05:07.79297
775,"[-0.537434, -0.489013, 0.203529, 0.68773, 0.005601, 0.415441, 0.705922, 0.130657, -0.276724, 0.963043, -0.625179, -1.530656, -0.214836, 0.382875, -0.940182, 0.186129, 0.009629, -0.291358, 0.014561, -0.694225, 0.417508, -0.487223, 0.186285, 0.712485, -0.494455, -1.043208, -0.197501, -0.375802, -1.42125, -0.470828, -0.454034, -0.306175]",3.486432,-0.633066,37,2026-06-28 10:05:07.79297
776,"[0.734008, -0.827806, -0.065984, 0.574311, -0.243553, 0.354482, -0.4174, -0.259282, -0.968236, 0.085721, -0.323256, -0.884971, -0.176787, 0.84516, -0.104135, -0.097226, 0.281005, -0.138692, 0.318125, -0.394536, 0.148756, -0.252795, -0.409398, 0.039152, -0.232985, -0.79059, -0.131162, 0.355308, -1.056962, 0.752198, 0.283032, -0.41723]",2.820132,0.134422,18,2026-06-28 10:05:07.79297
777,"[0.275551, -0.248613, -0.292506, 0.348522, 0.221612, 0.708035, -0.183159, -0.354475, -0.264727, 0.467488, -0.073311, -0.331779, -0.549362, 0.553943, -0.350205, -0.044619, -0.028569, 0.156138, -0.110428, -0.557075, 0.415178, -0.365883, -0.195172, -0.261329, -0.597581, -0.517428, 0.4238, -0.185043, -0.48216, 0.191579, 0.119358, 0.248954]",2.033762,0.547550,6,2026-06-28 10:05:07.79297
778,"[-0.973643, -0.482802, -0.774509, 0.248713, 0.143741, 0.179787, -0.557559, 0.110544, 0.151617, 0.209165, -0.558179, -0.598608, 0.899556, -0.19718, -0.783549, -0.220593, 0.504233, 0.067763, 0.425227, 0.890172, -0.781604, 0.69084, 0.109774, 0.263943, -0.815508, -0.117545, 0.66253, 0.844401, -0.024335, -0.572866, 1.457056, -0.724854]",3.417042,1.411924,17180,2026-06-28 10:05:07.79297
779,"[-0.061255, -0.222641, -0.19386, -0.136196, 0.155503, 0.702273, -1.667968, -0.479368, -0.507008, 0.415174, -1.011942, -0.182643, -0.577408, 0.952825, -0.169645, -0.393937, 0.948061, -0.662852, 0.389664, -0.618925, 0.730121, -0.97354, -1.485226, -1.444307, 0.697789, -0.789079, -0.902925, 0.361949, -1.827441, 0.251501, -0.594195, -0.623602]",4.516329,-0.508195,141,2026-06-28 10:05:07.79297
780,"[-0.705785, 0.800049, -0.174452, -0.851134, 0.036375, 1.461053, 0.056427, -0.972074, 0.167154, 0.007432, -0.332755, 0.323851, -0.730327, 0.664113, -0.184246, 0.710794, 0.941865, -0.184115, 1.35484, -0.270086, -0.359718, -0.077451, -0.506442, -0.448006, -0.803705, -0.441808, -1.069292, 0.627778, 0.188445, 0.150152, 0.263696, 1.087953]",3.721073,1.426486,19843,2026-06-28 10:05:07.79297
781,"[0.008631, -0.769303, -0.800159, 0.651864, 0.172957, -0.154711, -1.401084, 0.042253, -0.363614, 0.043338, -0.794136, -0.52769, 0.359609, 0.095422, -0.879123, -0.455378, 0.967529, 0.225304, 0.156721, 0.040262, 0.590273, -0.217822, -0.924884, -0.694683, -0.07808, -0.262171, 0.109676, -0.455403, -0.793799, -0.015928, 0.600116, -0.678945]",3.214071,0.783613,878,2026-06-28 10:05:07.79297
782,"[1.115303, 0.515457, 0.144578, 0.515386, 0.66209, 0.135451, -0.735278, 0.559854, -0.116383, 0.459119, -0.827732, 0.986199, -0.59132, 0.951023, -0.530711, 0.474296, 1.372854, 1.292105, 0.136252, -0.279847, -0.912748, -0.010476, 0.040912, 0.290388, -0.375389, -1.645519, -0.990541, 0.551172, -0.333276, -0.384681, 0.878606, -0.235928]",4.066978,-0.031233,557,2026-06-28 10:05:07.79297
783,"[-0.5872, 0.953616, -0.413673, 0.139932, 0.351257, 0.169229, -0.177868, 0.002784, -0.123728, 1.83988, 0.640188, 0.963707, 0.191046, 0.851388, -1.220982, 0.166496, 1.295429, 0.695564, 0.700413, -0.580885, 0.323076, 0.081791, 0.344024, -0.895082, -0.381276, -0.606653, 0.334539, 0.375585, 0.117088, 0.287236, -0.323736, -0.795433]",3.777318,0.834932,3866,2026-06-28 10:05:07.79297
784,"[0.453651, 0.150884, -0.497308, -0.084085, 0.598885, -0.327466, 0.630858, 0.317495, 0.084353, 0.201702, 0.42145, -0.12509, 0.799613, 0.393768, -0.095382, 0.602887, 1.058386, 1.372733, 0.459119, -0.070422, 0.027015, 0.535843, -0.341936, 0.033994, 0.014062, -0.006946, -0.693447, 1.241253, -1.582098, 0.433779, 1.029678, -0.002369]",3.500747,1.113091,2525,2026-06-28 10:05:07.79297
785,"[-4e-05, -0.426344, 0.038395, 0.244058, 0.102964, -0.137528, -0.263058, 0.618536, 0.179406, -0.286795, 0.319831, -0.233855, 0.247408, 0.176926, 0.859985, 0.108008, 0.653181, 0.984087, 0.620459, -0.681792, -0.433487, 0.757992, -0.19258, -0.00584, -0.626904, 0.278942, -0.368482, 1.549716, -1.981469, 0.458686, 0.257117, 0.027825]",3.477852,1.253456,4363,2026-06-28 10:05:07.79297
786,"[0.875845, 0.811226, 0.223218, -0.097197, -0.163253, 1.204398, -0.241847, -1.188244, -0.491072, 0.112699, -0.006574, 0.043527, -0.621708, 0.713039, 0.034139, 1.008658, 1.568444, 0.34273, 0.936819, -0.106238, -0.039136, 0.109975, -0.030309, -0.22389, -1.273208, 0.037439, -1.615217, 0.684106, -0.00592, 0.084568, 0.614046, -0.196577]",3.905731,0.018475,5104,2026-06-28 10:05:07.79297
787,"[-0.342696, -0.748721, -0.79916, 0.887184, -1.061719, 0.908291, 0.015093, -0.317593, -1.635828, 0.33387, 0.220034, -1.180416, 0.48557, 0.54538, -0.27119, 0.360055, -0.184019, 0.401615, 0.726161, -0.43538, -0.154848, 0.297605, -0.212933, 0.003482, -0.52575, -1.162589, 0.706945, -0.107288, -0.724209, 0.697209, 0.541782, 0.586644]",3.739010,-0.755781,65,2026-06-28 10:05:07.79297
788,"[-0.167401, -0.348358, 0.246804, 0.17352, -0.0196, 0.453239, -0.017261, -0.761726, 0.051114, -0.465864, 0.244712, 0.289899, -0.026741, 0.956826, -0.03651, 0.374491, 0.881481, 0.945695, 1.140188, -0.437424, 0.143722, 0.84519, -0.621479, -0.113631, -0.179006, -0.794872, -1.292098, 0.894134, -0.436149, 0.334424, 0.210226, 0.013527]",3.197542,0.542914,4653,2026-06-28 10:05:07.79297
789,"[0.02728, -0.858819, -0.52355, 0.266234, -0.337218, 0.823799, -0.145165, -0.10024, -0.138987, 0.286503, -0.687627, -0.824404, 0.188878, -0.023276, -1.343749, 0.169015, 0.470054, 0.124471, 0.408015, -0.160855, -0.16162, -0.691005, -0.269697, -0.084053, -0.403776, -0.611176, -0.107591, -0.075823, -0.362208, -0.445961, -0.226251, -0.442856]",2.678542,0.138733,17,2026-06-28 10:05:07.79297
790,"[-0.070126, -0.350302, -0.500674, 0.985757, -0.336847, 0.367347, -0.331613, -0.105029, -0.369306, 1.120964, -0.846366, -0.809138, -0.23339, 0.443647, -0.793016, 0.133248, 0.902767, 0.138057, 0.025345, -1.041752, 0.860239, -0.630561, -0.277703, 0.114217, -0.681311, -1.426201, -0.219365, 0.585817, -0.855877, -0.708215, 0.111069, -0.529652]",3.597994,-0.778825,51,2026-06-28 10:05:07.79297
792,"[0.263876, -0.213938, 0.010083, 0.743242, -0.381608, 0.615507, 0.132804, -0.323929, -0.532642, 1.12176, -0.244146, -0.773478, -0.075571, 0.597705, -0.776474, -0.344569, 0.406231, -0.099534, 0.323753, -1.004647, 0.885135, -0.380614, 0.080079, 0.250637, -0.442973, -0.702233, -0.098576, -0.429652, -0.811832, -0.356341, -0.096314, -0.289737]",2.940928,-0.021998,20,2026-06-28 10:05:07.79297
793,"[0.280723, -1.242345, -0.781621, 0.735684, -0.308972, 0.859275, 0.259199, 0.169054, -0.593133, 0.156373, -0.761553, -0.953939, -0.603513, 0.414531, -0.85541, -0.49014, 0.66747, 0.229812, -0.383039, -0.905428, 0.767787, 0.18719, -0.647789, -0.174909, -1.226151, -0.770156, -0.091672, 0.443066, -0.844523, -0.147454, 0.144946, -0.157641]",3.563699,-0.349510,50,2026-06-28 10:05:07.79297
794,"[0.141785, -0.811057, -0.553279, 0.119973, -0.792478, 0.817681, 0.052492, -0.202678, 0.083927, 0.783575, -0.785811, -0.587926, 0.116096, 0.827345, -0.909682, 0.091955, 0.570503, -0.185484, 0.661514, -0.926626, 0.445317, -0.320332, 0.067269, -0.252671, -0.666436, -1.71662, -0.643495, -0.047389, -1.085384, 0.204076, 0.287623, -0.053011]",3.548933,-0.603375,46,2026-06-28 10:05:07.79297
795,"[0.355678, -0.5715, -0.840486, 0.414826, -0.047143, 0.258232, -0.589418, -0.438643, -0.272412, 0.254899, -0.571956, -0.571461, -0.183827, 0.718309, -1.124916, -0.292286, 1.515999, 0.08145, 0.319096, -0.752944, 0.806444, -0.649486, -0.264159, 0.011476, -0.590083, -1.110949, -0.403646, 0.032094, -0.555923, -0.514195, 0.356522, -0.467388]",3.378603,-0.373072,32,2026-06-28 10:05:07.79297
796,"[-0.102854, -0.298099, -0.363253, 0.101167, -0.17109, 0.804161, 0.375015, -0.210895, -0.166764, 0.535085, -0.320045, -0.676478, -0.347355, 0.613839, -1.13167, 0.212764, 0.437853, -0.117994, 0.265272, -0.452539, 0.296422, -0.547105, -0.172095, -0.057198, -0.718775, -0.68757, -0.386192, -0.188198, -0.955235, -0.010173, -0.46359, -0.651801]",2.725332,-0.044796,14,2026-06-28 10:05:07.79297
797,"[0.305438, -0.51726, -0.788768, 0.890739, -0.399848, 0.124046, -0.473451, 0.117541, -0.563511, 0.53776, -1.007398, -0.668112, 0.173588, 1.046221, -1.267756, 0.101631, 0.930349, 0.090004, 0.627492, -0.91529, 0.66291, -0.610035, -0.50512, 0.067978, -0.907183, -0.526157, -0.121305, 0.118614, -0.437494, 0.213572, 0.535646, -0.608098]",3.492662,-0.826704,55,2026-06-28 10:05:07.79297
798,"[0.67523, 0.961918, 0.913739, -0.195884, -0.313719, 0.641871, -0.711464, 0.253011, 0.055396, 0.65059, -0.231826, -0.122122, -1.368938, 0.888923, 0.1177, 0.286123, 1.308661, 1.506665, 0.842018, -0.506588, -0.458597, -0.693057, 0.32144, 0.039253, -0.509216, -1.276938, -1.12287, 0.887884, 0.291941, 0.454926, 0.365593, -0.415445]",4.107465,-0.292457,652,2026-06-28 10:05:07.79297
799,"[0.022055, 0.620318, 0.103205, -0.889577, 0.339656, 0.192722, -0.712024, 0.164312, -0.366936, 0.696518, 0.347326, -1.280998, 0.106056, 1.217133, -0.083289, 0.994623, 0.56747, 0.619813, -0.293299, -1.07098, -1.01409, 0.008467, -0.012334, -0.220824, 0.229491, 0.79868, -0.740011, 1.669024, -0.673164, 0.186963, -0.204428, -0.552342]",3.823529,0.353100,2531,2026-06-28 10:05:07.79297
800,"[0.177214, -1.528326, 0.060648, 0.989187, -0.836806, 1.293959, -0.942843, -0.297114, -1.161513, 0.875082, 0.079521, -0.507225, 0.326154, 1.288425, 0.500401, -0.556637, -0.362338, 0.080266, -0.510032, 0.164967, -0.662129, -0.092588, 0.034337, -0.494372, -0.855639, 0.227934, 0.051969, 0.159472, -0.594539, 0.652146, 0.226747, -0.100616]",3.765164,-0.000185,5461,2026-06-28 10:05:07.79297
801,"[0.326921, 0.42206, 0.032056, 0.731584, -0.501514, 0.774749, -0.406901, -0.424198, 0.387885, 0.953978, 0.024283, -0.049334, 0.531367, 1.36084, -0.632073, -0.717112, 0.859991, -0.45729, 0.792219, -0.737532, 0.342616, 0.267312, -1.426211, -0.059972, 0.49588, -0.934979, -0.656463, 0.083293, -0.66289, 0.86847, -0.999211, -0.356493]",3.788666,-0.102283,458,2026-06-28 10:05:07.79297
802,"[0.621784, 0.253342, -0.111623, 0.147819, 0.815093, 1.255642, -1.19448, -0.288056, 0.39127, 0.290235, 0.278095, 0.684688, -0.063711, 1.016453, -0.118848, 0.133383, 1.187117, 1.01362, 0.50334, 0.047282, -0.170334, -0.509598, -1.075893, -0.383341, -0.158706, -0.066856, -0.10435, 0.752127, 0.024406, 0.139889, 0.54841, -0.1046]",3.363339,0.715100,5858,2026-06-28 10:05:07.79297
803,"[0.285583, -1.921081, -0.748339, -0.617377, -0.963417, 0.781208, -1.434547, -0.310736, -0.763665, 0.297117, -0.732401, -0.457735, 0.432285, 0.776408, -0.337863, -0.380885, -0.053733, -0.191203, 0.122098, -0.377189, -0.622876, -0.026968, -0.638875, 0.288131, 0.031411, 0.121648, -0.085229, -0.431194, -2.086639, 0.940201, 0.241742, -0.895692]",4.272791,-1.231626,309,2026-06-28 10:05:07.79297
804,"[0.173085, -0.544109, -0.929994, 0.570009, -0.513417, 0.282133, -1.443605, -0.333243, -0.382451, 0.268988, -1.219421, -0.146923, 0.197105, 0.704303, 0.465423, -0.10219, 1.469772, 0.976178, 0.457605, -0.335518, 0.042828, -0.164506, -0.99097, -0.741454, 0.251103, -0.398147, -1.032537, -0.338476, -1.023067, 0.675686, 0.418389, -1.20382]",4.008583,-0.175643,669,2026-06-28 10:05:07.79297
805,"[0.952065, 0.201897, -0.692236, -0.278161, -0.109728, 0.227552, -1.140257, -0.155548, 0.51542, 0.236791, 0.239578, 1.383677, -0.41085, 0.334996, -0.011001, 0.059223, 0.718658, 0.990888, 0.233164, -0.140385, -0.765673, -0.488628, -0.349625, -0.599079, -1.405938, -0.344061, -0.188246, 1.033858, 0.327948, -0.370723, 0.441899, -0.476144]",3.495018,0.762573,6563,2026-06-28 10:05:07.79297
806,"[-0.991976, -0.591457, -0.213616, 1.1262, -0.536823, 0.568791, -1.42164, -0.127451, -0.048625, 0.749167, -0.742109, -0.331294, -0.201714, 0.627406, -0.234845, -0.44997, 0.297134, 0.065089, -0.555609, -0.91853, -0.362823, 0.342019, 0.633814, -0.495494, -0.380961, -0.799496, -0.016595, 0.131615, -1.459156, 0.329614, 1.321653, -0.347657]",3.776369,-0.080208,198,2026-06-28 10:05:07.79297
807,"[-0.065818, -1.432256, -0.58868, 0.609404, -0.121202, 0.012919, -0.699162, -0.239357, -1.184564, -0.215975, -0.707409, -1.270994, 0.001997, 1.045479, -0.935579, -0.12554, 0.426009, 0.088973, 0.589041, -0.954711, 0.964484, -0.333356, -0.44743, 0.133381, 0.138555, -0.682878, 0.004487, -0.379649, -1.084029, 0.733172, 0.165458, -1.233981]",3.934968,-0.598719,93,2026-06-28 10:05:07.79297
808,"[-0.314803, 1.095497, 0.338395, 0.913721, -0.438744, 0.877995, -1.121511, -0.131111, 0.313448, 0.917276, -0.862551, 0.426117, -0.973177, 0.937235, -0.298679, -0.363874, 1.049437, 0.432383, 1.07349, -1.502998, 0.094024, -0.172622, -0.982753, -0.510801, -0.421044, -1.2525, -0.511251, 0.020221, -0.438775, 0.722084, -0.577941, -0.067567]",4.174281,-0.388272,306,2026-06-28 10:05:07.79297
809,"[0.663993, 0.887185, -0.193203, 0.563992, -0.389183, 1.055211, -0.931666, -0.150622, -0.21365, 0.116284, -1.639038, -0.648937, -1.638429, 0.669927, -0.044956, -0.045772, 1.550922, 0.702318, 0.568564, -0.488195, -1.027093, -0.053142, -0.561279, -0.292632, -0.608931, -0.924442, -1.557431, 1.24315, -0.571764, -0.216151, -0.062383, -1.311933]",4.717716,-1.311571,325,2026-06-28 10:05:07.79297
810,"[-0.831847, 0.741781, -0.082204, 0.535536, -0.129793, 0.224952, 0.233415, 0.020066, 0.810306, 0.419285, -0.001206, -0.158813, -0.317477, 0.959134, -0.445505, -0.408207, 1.465312, 0.256605, 1.967941, -0.97651, 0.443485, 0.115639, -1.350553, 0.971038, -0.308619, -1.161135, -1.252374, 1.539609, -0.851094, 0.245079, -0.432585, 0.006254]",4.502419,-1.151021,147,2026-06-28 10:05:07.79297
812,"[0.051263, -0.32261, -0.154414, 0.217236, -0.052064, 0.424725, -0.118905, -0.646579, -0.054031, 0.451191, -0.19964, -0.75263, -0.422018, 0.301408, -0.371952, 0.146754, 0.235264, 0.109938, 0.224955, -0.514895, 0.094078, -0.806785, -0.160012, 0.211155, -0.145794, -0.797846, -0.397656, 0.242104, -0.819936, -0.121395, 0.010359, -0.306817]",2.191714,0.216427,7,2026-06-28 10:05:07.79297
813,"[0.954544, 0.635769, -0.294665, 0.534226, 0.123929, 0.840408, -0.027, -0.370393, -0.056462, 0.457704, -0.035649, -0.081126, -0.294544, 1.025848, -0.284508, 0.296782, 1.235035, 1.084635, 0.058466, -0.688831, 0.235412, 0.110929, -0.36726, 0.049377, -0.028546, -0.582195, -0.619092, 1.215786, -1.504236, 1.162619, -0.031369, 0.14802]",3.646779,-0.349567,75,2026-06-28 10:05:07.79297
814,"[-0.211885, -0.11385, -0.030088, 0.186335, 0.257173, 0.090919, 0.070492, -0.224853, -0.204931, 0.472963, -0.041201, -0.552488, -0.553304, -0.037919, -0.6877, -0.045374, 0.244437, 0.017687, 0.24534, -0.078761, -0.068967, 0.17528, 0.12367, 0.185165, -0.286317, 0.256107, -0.260828, -0.166907, -0.34747, -0.089593, -0.103965, 0.035634]",1.474597,0.399460,2,2026-06-28 10:05:07.79297
815,"[0.118169, -0.175162, 0.120658, 0.3899, 0.424969, 0.458926, 0.079795, -0.107557, 0.293775, 0.115519, -0.109817, -0.227942, -0.28618, 0.330447, -0.594285, 0.232951, 0.730123, -0.077199, -0.02005, -0.074414, -0.218079, 0.031614, -0.167436, 0.150723, -0.057764, -0.414591, -0.106176, -0.089769, -0.391385, 0.49752, -0.055695, -0.328686]",1.653258,0.173171,3,2026-06-28 10:05:07.79297
816,"[0.330586, -0.268981, 0.059768, 1.03073, -0.058798, 0.79865, -0.44255, 0.022874, 0.164065, 0.373681, -0.67713, -0.294946, -0.175622, 0.995013, -0.869648, 0.125321, 0.97284, 0.423879, 0.732759, -0.943422, 0.310992, -0.613756, -0.229459, -0.166834, -1.151847, -0.981153, 0.03945, 0.182096, -1.051792, -0.174304, 0.343672, 0.081265]",3.358972,-0.174498,29,2026-06-28 10:05:07.79297
818,"[0.494235, -0.414076, -0.327705, -0.339318, -0.74943, 0.295593, -0.152403, 0.138122, 0.809623, 0.333936, 0.078435, -0.364206, 1.316856, 1.289493, -0.10358, 0.17796, 1.456977, 0.096952, 0.479957, -1.259789, -0.339722, 0.241733, 0.169506, -0.444931, -0.114631, -0.652309, -1.17037, 0.86808, -1.778006, 1.122593, -0.532241, -0.330229]",4.171410,-0.624200,541,2026-06-28 10:05:07.79297
819,"[0.149569, -0.244662, -0.461102, 0.665499, -0.202927, 0.402285, -0.2129, -0.27779, -0.236208, 0.881437, -0.421042, -0.753102, -0.240047, 0.819495, -0.824376, 0.096113, 0.94173, 0.420226, 0.331395, -0.611731, 0.143659, -0.787313, -0.149445, 0.374394, -0.458267, -0.96914, -0.169088, 0.410259, -0.879405, -0.233044, 0.132619, -0.305457]",2.948494,-0.666464,25,2026-06-28 10:05:07.79297
820,"[0.019528, -0.921866, 0.048748, 0.45916, -0.255161, 0.897477, 0.432419, 0.5027, -0.381647, 0.82276, -0.374093, -0.62758, -0.954375, 0.375723, -0.694781, 0.235096, -0.277639, -0.391317, -0.168937, -0.467819, 0.430973, -0.568093, -0.100929, 0.253611, -0.452345, -1.188952, 0.075604, -0.092715, -0.536312, -0.333343, -0.598843, -0.507018]",3.004598,-0.673058,21,2026-06-28 10:05:07.79297
822,"[0.072873, -0.212368, -0.466886, 0.256232, 0.021243, 0.46415, -0.259694, -0.122024, -0.310406, 0.752406, -0.945689, -0.676559, -0.418357, 0.564348, -0.714693, -0.017072, 0.936242, 0.421522, 0.199369, -0.706672, 0.36642, -0.32404, -0.233804, -0.333714, -0.282039, -0.667937, 0.10658, 0.393681, -0.927586, -0.302289, 0.031218, -0.30995]",2.718623,-0.320599,14,2026-06-28 10:05:07.79297
823,"[-0.727396, -1.137837, -0.232971, 0.891776, -0.238074, 0.115435, 0.487198, 0.403218, -0.472872, 0.286864, -1.366044, -0.303742, -0.196567, -0.015134, -1.184726, -0.065667, 0.172829, -0.01942, -0.475415, -0.137431, 1.243817, -0.106448, -0.329934, 0.723236, 0.277793, -0.961542, -0.123782, -0.424065, -0.978643, -0.244322, 0.323465, -0.215267]",3.418339,-0.432106,39,2026-06-28 10:05:07.79297
824,"[-0.203875, -0.867397, 0.252744, 1.642606, -0.068764, 1.458092, 0.789237, 0.146194, -1.362266, 0.338212, -0.117465, -1.547015, 0.085809, 0.746078, -1.301082, 0.243304, -0.387607, -0.384358, -0.090421, -0.296558, 0.905115, -0.220197, -0.001294, 0.35609, -0.994913, -1.303807, 0.168125, 0.041649, -0.379959, -0.153954, 0.868257, -0.19556]",4.253562,-0.839687,266,2026-06-28 10:05:07.79297
825,"[0.173791, -0.681942, 0.021126, -0.134198, -0.423716, 0.219414, -0.202486, 0.440275, 0.188479, 0.155915, -0.464232, -0.044483, 0.372291, -0.149865, -0.414962, 0.00246, 0.017086, -0.33566, 0.117598, 0.009946, 0.279084, 0.093706, -0.257136, -0.44062, -0.138325, -0.303714, -0.142387, -0.238329, -0.079356, 0.494557, 0.517543, -0.152313]",1.670633,0.208910,4,2026-06-28 10:05:07.79297
