movie_id,recall_score,rank_no,rating_count,avg_rating,updated_at
6979,4.930853,1138,4771,3.660,2026-06-28 08:29:57.163683
3384,4.930765,1139,1677,3.802,2026-06-28 08:29:57.163683
921,4.930567,1140,2442,3.786,2026-06-28 08:29:57.163683
59018,4.930440,1141,896,3.894,2026-06-28 08:29:57.163683
2109,4.930396,1142,6950,3.637,2026-06-28 08:29:57.163683
7263,4.930298,1143,1983,3.786,2026-06-28 08:29:57.163683
8253,4.929582,1144,880,3.867,2026-06-28 08:29:57.163683
7762,4.928710,1145,548,3.929,2026-06-28 08:29:57.163683
48082,4.928686,1146,2083,3.787,2026-06-28 08:29:57.163683
1464,4.928622,1147,4022,3.674,2026-06-28 08:29:57.163683
7084,4.928548,1148,972,3.873,2026-06-28 08:29:57.163683
46723,4.928331,1149,4136,3.680,2026-06-28 08:29:57.163683
64622,4.927933,1150,1550,3.787,2026-06-28 08:29:57.163683
780,4.927714,1151,47048,3.371,2026-06-28 08:29:57.163683
5991,4.927065,1152,8485,3.597,2026-06-28 08:29:57.163683
6433,4.926946,1153,436,3.964,2026-06-28 08:29:57.163683
2931,4.926780,1154,345,4.006,2026-06-28 08:29:57.163683
64957,4.926154,1155,4383,3.650,2026-06-28 08:29:57.163683
2174,4.925773,1156,19988,3.473,2026-06-28 08:29:57.163683
7939,4.925513,1157,350,4.000,2026-06-28 08:29:57.163683
3296,4.925159,1158,1710,3.793,2026-06-28 08:29:57.163683
2058,4.923737,1159,8680,3.584,2026-06-28 08:29:57.163683
56715,4.923337,1160,1001,3.873,2026-06-28 08:29:57.163683
3350,4.923160,1161,862,3.875,2026-06-28 08:29:57.163683
2579,4.922989,1162,1305,3.827,2026-06-28 08:29:57.163683
47491,4.922978,1163,541,3.941,2026-06-28 08:29:57.163683
53894,4.922906,1164,1970,3.778,2026-06-28 08:29:57.163683
1873,4.921381,1165,2702,3.734,2026-06-28 08:29:57.163683
4085,4.921295,1166,10516,3.557,2026-06-28 08:29:57.163683
3341,4.921089,1167,935,3.876,2026-06-28 08:29:57.163683
2618,4.920713,1168,1214,3.837,2026-06-28 08:29:57.163683
52952,4.920640,1169,1258,3.834,2026-06-28 08:29:57.163683
42632,4.920320,1170,1099,3.829,2026-06-28 08:29:57.163683
31437,4.920170,1171,458,3.937,2026-06-28 08:29:57.163683
34072,4.920039,1172,2853,3.735,2026-06-28 08:29:57.163683
2401,4.919865,1173,2646,3.731,2026-06-28 08:29:57.163683
8033,4.919839,1174,591,3.923,2026-06-28 08:29:57.163683
8516,4.919680,1175,297,4.013,2026-06-28 08:29:57.163683
112290,4.919640,1176,913,3.853,2026-06-28 08:29:57.163683
6660,4.919496,1177,442,3.947,2026-06-28 08:29:57.163683
2511,4.919230,1178,1006,3.849,2026-06-28 08:29:57.163683
6808,4.919209,1179,1233,3.814,2026-06-28 08:29:57.163683
26133,4.919193,1180,985,3.835,2026-06-28 08:29:57.163683
52435,4.918946,1181,1501,3.798,2026-06-28 08:29:57.163683
104069,4.918695,1182,284,4.040,2026-06-28 08:29:57.163683
2690,4.918630,1183,2920,3.753,2026-06-28 08:29:57.163683
1161,4.918477,1184,1488,3.804,2026-06-28 08:29:57.163683
96606,4.918363,1185,288,4.007,2026-06-28 08:29:57.163683
3546,4.917508,1186,1494,3.780,2026-06-28 08:29:57.163683
266,4.917200,1187,16171,3.496,2026-06-28 08:29:57.163683
89904,4.915754,1188,1212,3.817,2026-06-28 08:29:57.163683
1241,4.915417,1189,2576,3.723,2026-06-28 08:29:57.163683
6611,4.915277,1190,375,3.975,2026-06-28 08:29:57.163683
3871,4.914995,1191,1769,3.774,2026-06-28 08:29:57.163683
6378,4.914691,1192,9574,3.573,2026-06-28 08:29:57.163683
1340,4.914532,1193,2231,3.744,2026-06-28 08:29:57.163683
48696,4.914481,1194,1384,3.795,2026-06-28 08:29:57.163683
6273,4.913624,1195,390,3.973,2026-06-28 08:29:57.163683
8507,4.913153,1196,1238,3.801,2026-06-28 08:29:57.163683
334,4.913140,1197,1638,3.819,2026-06-28 08:29:57.163683
7941,4.912940,1198,326,4.012,2026-06-28 08:29:57.163683
5103,4.912007,1199,3504,3.672,2026-06-28 08:29:57.163683
4978,4.911633,1200,1407,3.832,2026-06-28 08:29:57.163683
2065,4.910936,1201,3925,3.678,2026-06-28 08:29:57.163683
27878,4.910547,1202,706,3.919,2026-06-28 08:29:57.163683
3733,4.910463,1203,1557,3.817,2026-06-28 08:29:57.163683
2278,4.909970,1204,9987,3.567,2026-06-28 08:29:57.163683
2140,4.909923,1205,7980,3.591,2026-06-28 08:29:57.163683
93721,4.909789,1206,464,3.950,2026-06-28 08:29:57.163683
3093,4.909756,1207,1409,3.812,2026-06-28 08:29:57.163683
10,4.909752,1208,29005,3.430,2026-06-28 08:29:57.163683
27592,4.909694,1209,1054,3.823,2026-06-28 08:29:57.163683
4741,4.909682,1210,955,3.871,2026-06-28 08:29:57.163683
596,4.908913,1211,12782,3.500,2026-06-28 08:29:57.163683
47629,4.907998,1212,2087,3.759,2026-06-28 08:29:57.163683
648,4.907486,1213,37127,3.389,2026-06-28 08:29:57.163683
5013,4.907346,1214,6182,3.627,2026-06-28 08:29:57.163683
2611,4.907248,1215,1226,3.848,2026-06-28 08:29:57.163683
2011,4.907066,1216,19446,3.446,2026-06-28 08:29:57.163683
6753,4.906889,1217,2112,3.747,2026-06-28 08:29:57.163683
8580,4.906865,1218,456,3.936,2026-06-28 08:29:57.163683
6662,4.906772,1219,2524,3.729,2026-06-28 08:29:57.163683
55280,4.906473,1220,1972,3.754,2026-06-28 08:29:57.163683
4499,4.906411,1221,3999,3.676,2026-06-28 08:29:57.163683
3342,4.906220,1222,1368,3.810,2026-06-28 08:29:57.163683
4263,4.906104,1223,640,3.903,2026-06-28 08:29:57.163683
6254,4.906072,1224,590,3.921,2026-06-28 08:29:57.163683
6708,4.906035,1225,4936,3.655,2026-06-28 08:29:57.163683
56339,4.905825,1226,1669,3.772,2026-06-28 08:29:57.163683
63062,4.905757,1227,1838,3.745,2026-06-28 08:29:57.163683
2696,4.905443,1228,1181,3.810,2026-06-28 08:29:57.163683
7072,4.905374,1229,852,3.849,2026-06-28 08:29:57.163683
6188,4.905356,1230,5488,3.633,2026-06-28 08:29:57.163683
199,4.904933,1231,1516,3.784,2026-06-28 08:29:57.163683
1966,4.904669,1232,1656,3.797,2026-06-28 08:29:57.163683
25750,4.903430,1233,404,3.939,2026-06-28 08:29:57.163683
1365,4.903368,1234,1139,3.844,2026-06-28 08:29:57.163683
3739,4.903183,1235,388,3.973,2026-06-28 08:29:57.163683
115569,4.903120,1236,609,3.865,2026-06-28 08:29:57.163683
2968,4.902919,1237,8595,3.595,2026-06-28 08:29:57.163683
2131,4.902740,1238,481,3.919,2026-06-28 08:29:57.163683
30812,4.902635,1239,5842,3.609,2026-06-28 08:29:57.163683
8684,4.902466,1240,294,3.995,2026-06-28 08:29:57.163683
4047,4.902423,1241,1613,3.786,2026-06-28 08:29:57.163683
2096,4.902312,1242,6291,3.601,2026-06-28 08:29:57.163683
26712,4.901649,1243,335,3.996,2026-06-28 08:29:57.163683
3868,4.901570,1244,7338,3.578,2026-06-28 08:29:57.163683
1935,4.901328,1245,920,3.851,2026-06-28 08:29:57.163683
230,4.901229,1246,7284,3.591,2026-06-28 08:29:57.163683
8195,4.901051,1247,432,3.949,2026-06-28 08:29:57.163683
50658,4.900939,1248,384,3.979,2026-06-28 08:29:57.163683
36535,4.900385,1249,1431,3.801,2026-06-28 08:29:57.163683
3959,4.900329,1250,2869,3.699,2026-06-28 08:29:57.163683
973,4.900214,1251,942,3.854,2026-06-28 08:29:57.163683
151,4.899806,1252,12616,3.539,2026-06-28 08:29:57.163683
52281,4.899297,1253,3684,3.715,2026-06-28 08:29:57.163683
7135,4.899263,1254,468,3.950,2026-06-28 08:29:57.163683
1958,4.899122,1255,5079,3.639,2026-06-28 08:29:57.163683
3510,4.898987,1256,7836,3.573,2026-06-28 08:29:57.163683
4969,4.898900,1257,763,3.889,2026-06-28 08:29:57.163683
6291,4.898446,1258,982,3.820,2026-06-28 08:29:57.163683
1171,4.898397,1259,3326,3.716,2026-06-28 08:29:57.163683
40870,4.898087,1260,606,3.903,2026-06-28 08:29:57.163683
2644,4.898033,1261,2074,3.741,2026-06-28 08:29:57.163683
1343,4.897539,1262,9141,3.541,2026-06-28 08:29:57.163683
46322,4.897410,1263,1174,3.794,2026-06-28 08:29:57.163683
106489,4.897099,1264,1645,3.732,2026-06-28 08:29:57.163683
36363,4.896581,1265,297,3.997,2026-06-28 08:29:57.163683
2488,4.896227,1266,1032,3.823,2026-06-28 08:29:57.163683
180,4.895915,1267,8400,3.587,2026-06-28 08:29:57.163683
58998,4.895617,1268,3630,3.686,2026-06-28 08:29:57.163683
1120,4.895348,1269,9028,3.572,2026-06-28 08:29:57.163683
55444,4.895299,1270,928,3.839,2026-06-28 08:29:57.163683
25850,4.895240,1271,428,3.954,2026-06-28 08:29:57.163683
6565,4.895196,1272,4787,3.642,2026-06-28 08:29:57.163683
2609,4.895190,1273,487,3.935,2026-06-28 08:29:57.163683
929,4.894717,1274,942,3.856,2026-06-28 08:29:57.163683
2872,4.894589,1275,6376,3.604,2026-06-28 08:29:57.163683
500,4.894540,1276,34392,3.386,2026-06-28 08:29:57.163683
1959,4.894213,1277,5016,3.629,2026-06-28 08:29:57.163683
73881,4.894139,1278,453,3.883,2026-06-28 08:29:57.163683
32892,4.893563,1279,300,3.980,2026-06-28 08:29:57.163683
7160,4.893238,1280,3550,3.666,2026-06-28 08:29:57.163683
2138,4.892805,1281,2803,3.706,2026-06-28 08:29:57.163683
948,4.892626,1282,1683,3.743,2026-06-28 08:29:57.163683
2312,4.892472,1283,2723,3.723,2026-06-28 08:29:57.163683
456,4.892462,1284,931,3.842,2026-06-28 08:29:57.163683
106487,4.891673,1285,1873,3.722,2026-06-28 08:29:57.163683
6896,4.891263,1286,220,4.027,2026-06-28 08:29:57.163683
7505,4.891124,1287,334,3.970,2026-06-28 08:29:57.163683
112183,4.890866,1288,840,3.824,2026-06-28 08:29:57.163683
39,4.890852,1289,26254,3.414,2026-06-28 08:29:57.163683
5899,4.890487,1290,1004,3.823,2026-06-28 08:29:57.163683
8607,4.890313,1291,705,3.847,2026-06-28 08:29:57.163683
2108,4.890279,1292,7039,3.613,2026-06-28 08:29:57.163683
7070,4.890238,1293,539,3.906,2026-06-28 08:29:57.163683
4002,4.890036,1294,7024,3.582,2026-06-28 08:29:57.163683
52042,4.889981,1295,817,3.845,2026-06-28 08:29:57.163683
67997,4.889568,1296,934,3.845,2026-06-28 08:29:57.163683
6591,4.889532,1297,1019,3.821,2026-06-28 08:29:57.163683
1721,4.889529,1298,32238,3.338,2026-06-28 08:29:57.163683
3096,4.889420,1299,655,3.918,2026-06-28 08:29:57.163683
37729,4.889379,1300,4373,3.600,2026-06-28 08:29:57.163683
50740,4.889269,1301,359,3.975,2026-06-28 08:29:57.163683
4880,4.889040,1302,2354,3.727,2026-06-28 08:29:57.163683
26865,4.888974,1303,603,3.870,2026-06-28 08:29:57.163683
4016,4.888378,1304,5504,3.580,2026-06-28 08:29:57.163683
1125,4.887764,1305,5267,3.637,2026-06-28 08:29:57.163683
8622,4.887745,1306,8179,3.577,2026-06-28 08:29:57.163683
281,4.887719,1307,3936,3.670,2026-06-28 08:29:57.163683
72720,4.887067,1308,844,3.842,2026-06-28 08:29:57.163683
299,4.886891,1309,2626,3.729,2026-06-28 08:29:57.163683
1321,4.886476,1310,7476,3.560,2026-06-28 08:29:57.163683
4033,4.886065,1311,3366,3.682,2026-06-28 08:29:57.163683
602,4.885863,1312,340,4.010,2026-06-28 08:29:57.163683
35836,4.885558,1313,9588,3.554,2026-06-28 08:29:57.163683
33171,4.885495,1314,929,3.808,2026-06-28 08:29:57.163683
4338,4.884716,1315,627,3.896,2026-06-28 08:29:57.163683
4901,4.884453,1316,5416,3.616,2026-06-28 08:29:57.163683
100714,4.883837,1317,549,3.886,2026-06-28 08:29:57.163683
27660,4.883812,1318,2812,3.682,2026-06-28 08:29:57.163683
43376,4.883755,1319,643,3.892,2026-06-28 08:29:57.163683
1295,4.883684,1320,3385,3.679,2026-06-28 08:29:57.163683
8199,4.883412,1321,350,3.940,2026-06-28 08:29:57.163683
55069,4.883399,1322,802,3.845,2026-06-28 08:29:57.163683
3929,4.882704,1323,703,3.904,2026-06-28 08:29:57.163683
1297,4.882697,1324,4412,3.657,2026-06-28 08:29:57.163683
33903,4.882489,1325,972,3.836,2026-06-28 08:29:57.163683
2423,4.882400,1326,5739,3.594,2026-06-28 08:29:57.163683
944,4.882368,1327,1084,3.823,2026-06-28 08:29:57.163683
38159,4.882235,1328,224,4.025,2026-06-28 08:29:57.163683
3176,4.882108,1329,13563,3.484,2026-06-28 08:29:57.163683
1913,4.881738,1330,1742,3.754,2026-06-28 08:29:57.163683
5056,4.881277,1331,389,3.950,2026-06-28 08:29:57.163683
4322,4.881193,1332,1803,3.760,2026-06-28 08:29:57.163683
37733,4.880916,1333,3878,3.637,2026-06-28 08:29:57.163683
6216,4.880837,1334,674,3.888,2026-06-28 08:29:57.163683
7619,4.880311,1335,691,3.850,2026-06-28 08:29:57.163683
2087,4.880307,1336,7075,3.561,2026-06-28 08:29:57.163683
4426,4.880301,1337,483,3.920,2026-06-28 08:29:57.163683
1050,4.880043,1338,1737,3.769,2026-06-28 08:29:57.163683
6920,4.879900,1339,370,3.943,2026-06-28 08:29:57.163683
7043,4.879303,1340,306,3.972,2026-06-28 08:29:57.163683
7218,4.879211,1341,460,3.914,2026-06-28 08:29:57.163683
5288,4.878846,1342,539,3.910,2026-06-28 08:29:57.163683
37731,4.878747,1343,1203,3.785,2026-06-28 08:29:57.163683
1517,4.878574,1344,22074,3.444,2026-06-28 08:29:57.163683
77561,4.878318,1345,4192,3.609,2026-06-28 08:29:57.163683
6370,4.878025,1346,1126,3.809,2026-06-28 08:29:57.163683
1376,4.877974,1347,13098,3.495,2026-06-28 08:29:57.163683
4903,4.877969,1348,2604,3.704,2026-06-28 08:29:57.163683
26326,4.877936,1349,309,3.964,2026-06-28 08:29:57.163683
3020,4.877618,1350,6313,3.574,2026-06-28 08:29:57.163683
7089,4.877582,1351,655,3.849,2026-06-28 08:29:57.163683
5177,4.876704,1352,695,3.867,2026-06-28 08:29:57.163683
7943,4.876660,1353,469,3.915,2026-06-28 08:29:57.163683
7924,4.876326,1354,411,3.923,2026-06-28 08:29:57.163683
3994,4.876045,1355,13555,3.482,2026-06-28 08:29:57.163683
3074,4.875908,1356,1439,3.767,2026-06-28 08:29:57.163683
48304,4.875899,1357,2679,3.629,2026-06-28 08:29:57.163683
58425,4.875701,1358,214,4.037,2026-06-28 08:29:57.163683
6776,4.875691,1359,676,3.859,2026-06-28 08:29:57.163683
1982,4.875445,1360,6325,3.549,2026-06-28 08:29:57.163683
27156,4.875374,1361,394,3.881,2026-06-28 08:29:57.163683
106642,4.875301,1362,417,3.917,2026-06-28 08:29:57.163683
2572,4.875298,1363,11613,3.474,2026-06-28 08:29:57.163683
38499,4.874163,1364,462,3.854,2026-06-28 08:29:57.163683
7076,4.873847,1365,1677,3.743,2026-06-28 08:29:57.163683
8239,4.873233,1366,344,3.951,2026-06-28 08:29:57.163683
50851,4.872906,1367,494,3.920,2026-06-28 08:29:57.163683
2232,4.872859,1368,6090,3.593,2026-06-28 08:29:57.163683
7158,4.872342,1369,2237,3.716,2026-06-28 08:29:57.163683
1645,4.872197,1370,11458,3.479,2026-06-28 08:29:57.163683
5825,4.871827,1371,304,3.979,2026-06-28 08:29:57.163683
2071,4.871675,1372,1386,3.798,2026-06-28 08:29:57.163683
9010,4.870719,1373,676,3.866,2026-06-28 08:29:57.163683
2946,4.870696,1374,2062,3.734,2026-06-28 08:29:57.163683
5812,4.870572,1375,2095,3.723,2026-06-28 08:29:57.163683
56607,4.870487,1376,899,3.816,2026-06-28 08:29:57.163683
2069,4.870009,1377,1128,3.806,2026-06-28 08:29:57.163683
1101,4.869866,1378,20338,3.414,2026-06-28 08:29:57.163683
7088,4.869765,1379,422,3.937,2026-06-28 08:29:57.163683
6023,4.869449,1380,495,3.897,2026-06-28 08:29:57.163683
56251,4.868926,1381,1328,3.768,2026-06-28 08:29:57.163683
27834,4.868502,1382,466,3.913,2026-06-28 08:29:57.163683
79008,4.868487,1383,855,3.820,2026-06-28 08:29:57.163683
302,4.868351,1384,1564,3.750,2026-06-28 08:29:57.163683
3702,4.867986,1385,8825,3.538,2026-06-28 08:29:57.163683
7934,4.867959,1386,1203,3.782,2026-06-28 08:29:57.163683
322,4.867400,1387,2986,3.697,2026-06-28 08:29:57.163683
1965,4.867303,1388,6176,3.596,2026-06-28 08:29:57.163683
2972,4.867089,1389,507,3.895,2026-06-28 08:29:57.163683
33493,4.866983,1390,12303,3.466,2026-06-28 08:29:57.163683
7096,4.866774,1391,274,4.002,2026-06-28 08:29:57.163683
2366,4.866321,1392,6627,3.549,2026-06-28 08:29:57.163683
1694,4.865856,1393,3026,3.700,2026-06-28 08:29:57.163683
3267,4.865518,1394,4381,3.634,2026-06-28 08:29:57.163683
71282,4.865416,1395,794,3.839,2026-06-28 08:29:57.163683
33779,4.865382,1396,208,4.034,2026-06-28 08:29:57.163683
6323,4.864999,1397,4874,3.584,2026-06-28 08:29:57.163683
7572,4.864532,1398,526,3.885,2026-06-28 08:29:57.163683
4380,4.864003,1399,1042,3.820,2026-06-28 08:29:57.163683
3679,4.863930,1400,426,3.931,2026-06-28 08:29:57.163683
292,4.863892,1401,26246,3.414,2026-06-28 08:29:57.163683
108932,4.863766,1402,1181,3.751,2026-06-28 08:29:57.163683
4211,4.863540,1403,1218,3.799,2026-06-28 08:29:57.163683
33880,4.863388,1404,1161,3.791,2026-06-28 08:29:57.163683
45950,4.863386,1405,2610,3.694,2026-06-28 08:29:57.163683
4465,4.863276,1406,1705,3.734,2026-06-28 08:29:57.163683
5890,4.863178,1407,758,3.853,2026-06-28 08:29:57.163683
6296,4.863103,1408,3058,3.679,2026-06-28 08:29:57.163683
2952,4.863084,1409,1783,3.730,2026-06-28 08:29:57.163683
7478,4.862813,1410,398,3.952,2026-06-28 08:29:57.163683
918,4.862655,1411,1820,3.738,2026-06-28 08:29:57.163683
8492,4.862392,1412,749,3.834,2026-06-28 08:29:57.163683
3535,4.862318,1413,8593,3.504,2026-06-28 08:29:57.163683
64575,4.862230,1414,1554,3.743,2026-06-28 08:29:57.163683
7834,4.862217,1415,490,3.904,2026-06-28 08:29:57.163683
2662,4.862187,1416,4827,3.612,2026-06-28 08:29:57.163683
93988,4.862184,1417,147,4.044,2026-06-28 08:29:57.163683
46855,4.862119,1418,306,3.944,2026-06-28 08:29:57.163683
3405,4.861806,1419,734,3.830,2026-06-28 08:29:57.163683
3266,4.861525,1420,1486,3.757,2026-06-28 08:29:57.163683
342,4.861260,1421,11690,3.510,2026-06-28 08:29:57.163683
1747,4.861248,1422,10608,3.515,2026-06-28 08:29:57.163683
8197,4.861008,1423,451,3.892,2026-06-28 08:29:57.163683
52,4.860988,1424,9320,3.541,2026-06-28 08:29:57.163683
1994,4.860605,1425,9026,3.517,2026-06-28 08:29:57.163683
5876,4.860526,1426,1787,3.754,2026-06-28 08:29:57.163683
2993,4.860422,1427,4210,3.622,2026-06-28 08:29:57.163683
25771,4.860297,1428,640,3.853,2026-06-28 08:29:57.163683
6858,4.859823,1429,506,3.894,2026-06-28 08:29:57.163683
531,4.859807,1430,7459,3.539,2026-06-28 08:29:57.163683
52767,4.859453,1431,407,3.926,2026-06-28 08:29:57.163683
47999,4.859374,1432,1248,3.791,2026-06-28 08:29:57.163683
2118,4.858977,1433,3388,3.649,2026-06-28 08:29:57.163683
2406,4.858936,1434,13553,3.483,2026-06-28 08:29:57.163683
1545,4.858797,1435,624,3.865,2026-06-28 08:29:57.163683
3753,4.858136,1436,12946,3.463,2026-06-28 08:29:57.163683
2750,4.858095,1437,2225,3.703,2026-06-28 08:29:57.163683
524,4.857177,1438,7630,3.538,2026-06-28 08:29:57.163683
5121,4.857120,1439,318,3.962,2026-06-28 08:29:57.163683
7071,4.856510,1440,308,3.943,2026-06-28 08:29:57.163683
8772,4.856313,1441,467,3.904,2026-06-28 08:29:57.163683
2763,4.856260,1442,11879,3.501,2026-06-28 08:29:57.163683
2969,4.856203,1443,642,3.847,2026-06-28 08:29:57.163683
81564,4.856099,1444,1601,3.714,2026-06-28 08:29:57.163683
8188,4.855703,1445,206,3.995,2026-06-28 08:29:57.163683
4190,4.855684,1446,559,3.875,2026-06-28 08:29:57.163683
6218,4.855538,1447,7308,3.573,2026-06-28 08:29:57.163683
4902,4.855391,1448,1378,3.748,2026-06-28 08:29:57.163683
350,4.855174,1449,15833,3.467,2026-06-28 08:29:57.163683
5339,4.854963,1450,996,3.808,2026-06-28 08:29:57.163683
5525,4.854918,1451,627,3.879,2026-06-28 08:29:57.163683
493,4.854788,1452,3699,3.614,2026-06-28 08:29:57.163683
7206,4.853687,1453,475,3.889,2026-06-28 08:29:57.163683
4128,4.853510,1454,5532,3.572,2026-06-28 08:29:57.163683
3079,4.853444,1455,1358,3.771,2026-06-28 08:29:57.163683
68347,4.853190,1456,412,3.890,2026-06-28 08:29:57.163683
8012,4.853066,1457,551,3.857,2026-06-28 08:29:57.163683
38886,4.853022,1458,1912,3.718,2026-06-28 08:29:57.163683
108979,4.852940,1459,177,4.042,2026-06-28 08:29:57.163683
615,4.852916,1460,637,3.856,2026-06-28 08:29:57.163683
3668,4.852722,1461,2815,3.650,2026-06-28 08:29:57.163683
3111,4.852605,1462,1264,3.744,2026-06-28 08:29:57.163683
45722,4.852351,1463,9657,3.469,2026-06-28 08:29:57.163683
3338,4.852085,1464,256,3.973,2026-06-28 08:29:57.163683
492,4.851611,1465,3116,3.652,2026-06-28 08:29:57.163683
3306,4.851556,1466,354,3.911,2026-06-28 08:29:57.163683
52319,4.851451,1467,822,3.850,2026-06-28 08:29:57.163683
34153,4.851436,1468,938,3.818,2026-06-28 08:29:57.163683
7360,4.851400,1469,4129,3.601,2026-06-28 08:29:57.163683
26649,4.851178,1470,380,3.901,2026-06-28 08:29:57.163683
3728,4.850922,1471,813,3.844,2026-06-28 08:29:57.163683
4616,4.850760,1472,1678,3.723,2026-06-28 08:29:57.163683
1845,4.850753,1473,2417,3.715,2026-06-28 08:29:57.163683
2161,4.850675,1474,10169,3.495,2026-06-28 08:29:57.163683
4754,4.850675,1475,1583,3.721,2026-06-28 08:29:57.163683
26471,4.850487,1476,472,3.886,2026-06-28 08:29:57.163683
1186,4.850164,1477,7099,3.543,2026-06-28 08:29:57.163683
98961,4.849863,1478,1177,3.763,2026-06-28 08:29:57.163683
3549,4.849643,1479,1637,3.750,2026-06-28 08:29:57.163683
8235,4.849605,1480,319,3.936,2026-06-28 08:29:57.163683
802,4.848473,1481,12539,3.491,2026-06-28 08:29:57.163683
316,4.848126,1482,31799,3.354,2026-06-28 08:29:57.163683
2238,4.848023,1483,594,3.859,2026-06-28 08:29:57.163683
6460,4.847736,1484,478,3.878,2026-06-28 08:29:57.163683
8981,4.847554,1485,3593,3.623,2026-06-28 08:29:57.163683
5932,4.847034,1486,274,3.964,2026-06-28 08:29:57.163683
3948,4.846901,1487,15713,3.451,2026-06-28 08:29:57.163683
2671,4.846670,1488,12588,3.454,2026-06-28 08:29:57.163683
6970,4.846656,1489,500,3.890,2026-06-28 08:29:57.163683
99813,4.846595,1490,373,3.882,2026-06-28 08:29:57.163683
5602,4.845901,1491,1050,3.780,2026-06-28 08:29:57.163683
2018,4.845564,1492,7257,3.530,2026-06-28 08:29:57.163683
6530,4.845288,1493,576,3.844,2026-06-28 08:29:57.163683
54372,4.844702,1494,654,3.841,2026-06-28 08:29:57.163683
2117,4.844253,1495,3407,3.637,2026-06-28 08:29:57.163683
647,4.844099,1496,7893,3.549,2026-06-28 08:29:57.163683
2212,4.843500,1497,1284,3.777,2026-06-28 08:29:57.163683
3255,4.843412,1498,10026,3.496,2026-06-28 08:29:57.163683
102125,4.842906,1499,1862,3.676,2026-06-28 08:29:57.163683
57274,4.842521,1500,1051,3.758,2026-06-28 08:29:57.163683
44633,4.842412,1501,381,3.909,2026-06-28 08:29:57.163683
88744,4.842379,1502,2312,3.651,2026-06-28 08:29:57.163683
1350,4.842202,1503,5420,3.556,2026-06-28 08:29:57.163683
8582,4.842175,1504,474,3.884,2026-06-28 08:29:57.163683
26171,4.842070,1505,265,3.945,2026-06-28 08:29:57.163683
5772,4.841605,1506,756,3.813,2026-06-28 08:29:57.163683
2403,4.841365,1507,5291,3.539,2026-06-28 08:29:57.163683
3186,4.840377,1508,4750,3.558,2026-06-28 08:29:57.163683
3174,4.840352,1509,7718,3.528,2026-06-28 08:29:57.163683
2349,4.840273,1510,1470,3.741,2026-06-28 08:29:57.163683
6509,4.839977,1511,311,3.932,2026-06-28 08:29:57.163683
1844,4.839752,1512,637,3.839,2026-06-28 08:29:57.163683
49961,4.839748,1513,1199,3.754,2026-06-28 08:29:57.163683
7937,4.839683,1514,306,3.940,2026-06-28 08:29:57.163683
163,4.839652,1515,14321,3.445,2026-06-28 08:29:57.163683
5839,4.839201,1516,348,3.924,2026-06-28 08:29:57.163683
32460,4.838590,1517,291,3.935,2026-06-28 08:29:57.163683
64716,4.838559,1518,1406,3.714,2026-06-28 08:29:57.163683
2137,4.838151,1519,5625,3.577,2026-06-28 08:29:57.163683
7802,4.838020,1520,1226,3.724,2026-06-28 08:29:57.163683
33639,4.837731,1521,596,3.875,2026-06-28 08:29:57.163683
1948,4.837691,1522,1324,3.789,2026-06-28 08:29:57.163683
3526,4.837605,1523,4921,3.596,2026-06-28 08:29:57.163683
2852,4.837544,1524,1073,3.787,2026-06-28 08:29:57.163683
4225,4.837243,1525,1767,3.723,2026-06-28 08:29:57.163683
1025,4.837165,1526,5428,3.557,2026-06-28 08:29:57.163683
147,4.837121,1527,4118,3.583,2026-06-28 08:29:57.163683
52973,4.836921,1528,5051,3.587,2026-06-28 08:29:57.163683
1019,4.836341,1529,6215,3.548,2026-06-28 08:29:57.163683
832,4.836247,1530,14347,3.458,2026-06-28 08:29:57.163683
110102,4.835877,1531,1261,3.711,2026-06-28 08:29:57.163683
45928,4.835481,1532,830,3.808,2026-06-28 08:29:57.163683
7932,4.835097,1533,445,3.892,2026-06-28 08:29:57.163683
7210,4.834858,1534,427,3.878,2026-06-28 08:29:57.163683
52604,4.834828,1535,1615,3.699,2026-06-28 08:29:57.163683
5294,4.834750,1536,2440,3.666,2026-06-28 08:29:57.163683
2114,4.834550,1537,3328,3.612,2026-06-28 08:29:57.163683
4095,4.834078,1538,632,3.843,2026-06-28 08:29:57.163683
56921,4.832897,1539,951,3.782,2026-06-28 08:29:57.163683
5292,4.832811,1540,2014,3.700,2026-06-28 08:29:57.163683
632,4.832764,1541,342,3.918,2026-06-28 08:29:57.163683
1757,4.832343,1542,449,3.847,2026-06-28 08:29:57.163683
7980,4.832089,1543,1112,3.748,2026-06-28 08:29:57.163683
1029,4.831946,1544,8951,3.493,2026-06-28 08:29:57.163683
4359,4.831869,1545,1475,3.726,2026-06-28 08:29:57.163683
5673,4.831843,1546,5419,3.557,2026-06-28 08:29:57.163683
83132,4.831648,1547,487,3.834,2026-06-28 08:29:57.163683
115617,4.831379,1548,448,3.818,2026-06-28 08:29:57.163683
5470,4.831061,1549,696,3.827,2026-06-28 08:29:57.163683
73323,4.830559,1550,833,3.797,2026-06-28 08:29:57.163683
78574,4.830237,1551,1170,3.759,2026-06-28 08:29:57.163683
9018,4.830082,1552,723,3.819,2026-06-28 08:29:57.163683
1680,4.829918,1553,6854,3.552,2026-06-28 08:29:57.163683
